pair,window_d,z_in,fees,trades,win%,net_med,net_total,fund_total,worst,hold_med_d,sharpe_tr
AMD/NVDA,5,2.0,taker,142,21.830985915492956,-23.842327495177123,-4190.644179900726,-49.152699999999996,-1629.8641283571455,0.003472222222222222,-0.14990028658261492
AMD/NVDA,5,2.0,maker,142,40.845070422535215,-7.842327495177125,-1918.6441799007264,-49.152699999999996,-1613.8641283571455,0.003472222222222222,-0.06863033463843218
AMD/NVDA,5,2.5,taker,137,18.97810218978102,-24.608454862982835,-4517.102721403008,-73.75559999999999,-1629.8641283571455,0.003472222222222222,-0.17747547093728394
AMD/NVDA,5,2.5,maker,137,38.68613138686132,-8.608454862982835,-2325.102721403008,-73.75559999999999,-1613.8641283571455,0.003472222222222222,-0.09135251640467257
AMD/NVDA,10,2.0,taker,15,66.66666666666666,252.51365503150174,1003.9019728103069,-24.23309999999999,-1326.6234875656596,1.7604166666666667,0.13260503724990616
AMD/NVDA,10,2.0,maker,15,66.66666666666666,268.51365503150174,1243.901972810307,-24.23309999999999,-1310.6234875656596,1.7604166666666667,0.16430654775783604
AMD/NVDA,10,2.5,taker,11,81.81818181818183,277.972682561808,1373.5649122564237,-43.46159999999998,-1119.8791630048368,1.8958333333333333,0.23072190611787619
AMD/NVDA,10,2.5,maker,11,81.81818181818183,293.972682561808,1549.5649122564237,-43.46159999999998,-1103.8791630048368,1.8958333333333333,0.2602851652797887
QQQ/SPY,5,2.0,taker,119,17.647058823529413,-21.293873246664845,-2502.983529671716,51.636500000000005,-277.62567026879236,0.003472222222222222,-0.46792998815372805
QQQ/SPY,5,2.0,maker,119,26.89075630252101,-5.293873246664843,-598.9835296717155,51.636500000000005,-261.62567026879236,0.003472222222222222,-0.11197930494585598
QQQ/SPY,5,2.5,taker,108,14.814814814814813,-21.657240829614942,-2368.0475852823847,22.258599999999998,-251.30639218453604,0.003472222222222222,-0.5108797912058946
QQQ/SPY,5,2.5,maker,108,22.22222222222222,-5.657240829614942,-640.0475852823845,22.258599999999998,-235.30639218453604,0.003472222222222222,-0.13808311064488554
QQQ/SPY,10,2.0,taker,61,22.950819672131146,-20.31905041878634,-1083.2622282194327,74.5149,-187.96857546712957,0.003472222222222222,-0.3297380972566167
QQQ/SPY,10,2.0,maker,61,36.0655737704918,-4.319050418786339,-107.26222821943261,74.5149,-171.96857546712957,0.003472222222222222,-0.03264993657049789
QQQ/SPY,10,2.5,taker,56,17.857142857142858,-20.46231191633991,-932.1903314566239,53.663500000000006,-145.28348560149408,0.003472222222222222,-0.3263542016122923
QQQ/SPY,10,2.5,maker,56,32.142857142857146,-4.4623119163399085,-36.19033145662402,53.663500000000006,-129.28348560149408,0.003472222222222222,-0.012670016336851844
