symbol,underlyingType,fundingTime,fundingRate,markPrice
INTCUSDT,EQUITY,1784102400001,0.00000000,112.57000000
INTCUSDT,EQUITY,1784131200001,0.00000000,100.88000000
INTCUSDT,EQUITY,1784160000001,0.00000000,103.24696417
INTCUSDT,EQUITY,1784188800002,0.00000000,101.58869709
INTCUSDT,EQUITY,1784217600001,0.00000000,98.25620020
INTCUSDT,EQUITY,1784246400001,0.00000000,95.27767446
INTCUSDT,EQUITY,1784275200001,0.00005548,92.55000000
INTCUSDT,EQUITY,1784304000001,0.00000000,95.49474536
INTCUSDT,EQUITY,1784332800001,0.00000000,94.03031560
INTCUSDT,EQUITY,1784361600001,0.00000000,93.94714980
INTCUSDT,EQUITY,1784390400001,0.00000000,93.66000000
INTCUSDT,EQUITY,1784419200001,0.00000000,92.81323724
INTCUSDT,EQUITY,1784448000001,0.00000000,93.77073652
INTCUSDT,EQUITY,1784476800001,0.00000000,93.77000000
INTCUSDT,EQUITY,1784505600002,0.00048418,94.92578795
INTCUSDT,EQUITY,1784534400001,0.00000000,96.08754105
INTCUSDT,EQUITY,1784563200001,0.00000000,98.65000000
INTCUSDT,EQUITY,1784592000001,0.00000000,97.65000000
INTCUSDT,EQUITY,1784620800001,0.00015760,101.54000000
INTCUSDT,EQUITY,1784649600000,0.00000000,103.71745281
INTCUSDT,EQUITY,1784678400000,0.00000000,106.14409829
INTCUSDT,EQUITY,1784707200001,0.00000000,102.28141695
HOODUSDT,EQUITY,1779465600001,0.00000000,74.40099321
HOODUSDT,EQUITY,1779494400001,0.00000000,73.36000000
HOODUSDT,EQUITY,1779523200001,0.00000000,72.85349338
HOODUSDT,EQUITY,1779552000001,0.00034914,73.87075121
HOODUSDT,EQUITY,1779580800001,0.00044301,75.41643894
HOODUSDT,EQUITY,1779609600001,0.00000000,75.26798939
HOODUSDT,EQUITY,1779638400001,0.00000000,74.97000000
HOODUSDT,EQUITY,1779667200001,0.00000000,75.02971395
HOODUSDT,EQUITY,1779696000001,0.00000000,75.65647064
HOODUSDT,EQUITY,1779724800001,0.00000000,75.71288625
HOODUSDT,EQUITY,1779753600001,0.00000000,75.53000000
HOODUSDT,EQUITY,1779782400001,0.00000000,74.42000000
HOODUSDT,EQUITY,1779811200001,0.00000000,74.32414848
HOODUSDT,EQUITY,1779840000001,0.00021543,73.96938746
HOODUSDT,EQUITY,1779868800001,0.00000000,74.41758065
HOODUSDT,EQUITY,1779897600001,0.00000000,75.02886165
HOODUSDT,EQUITY,1779926400001,0.00000000,76.19000000
HOODUSDT,EQUITY,1779955200001,0.00000000,75.72837867
HOODUSDT,EQUITY,1779984000001,0.00000000,80.30000000
HOODUSDT,EQUITY,1780012800001,0.00000000,85.26000000
HOODUSDT,EQUITY,1780041600001,0.00000000,85.59000000
HOODUSDT,EQUITY,1780070400001,0.00000000,93.01000000
HOODUSDT,EQUITY,1780099200001,0.00000000,94.11089286
HOODUSDT,EQUITY,1780128000001,0.00000000,94.81000000
HOODUSDT,EQUITY,1780156800001,0.00000000,95.02000000
HOODUSDT,EQUITY,1780185600001,0.00000000,94.33847045
HOODUSDT,EQUITY,1780214400001,0.00032823,96.07184297
HOODUSDT,EQUITY,1780243200001,0.00000000,96.03000000
HOODUSDT,EQUITY,1780272000001,0.00000000,95.68000000
HOODUSDT,EQUITY,1780300800001,0.00000000,94.51419355
HOODUSDT,EQUITY,1780329600001,0.00000000,91.02000000
HOODUSDT,EQUITY,1780358400001,0.00000000,90.10053955
HOODUSDT,EQUITY,1780387200001,0.00000000,89.30135000
HOODUSDT,EQUITY,1780416000001,0.00000000,87.27000000
HOODUSDT,EQUITY,1780444800001,0.00000000,87.11762125
HOODUSDT,EQUITY,1780473600001,0.00000000,88.05000000
HOODUSDT,EQUITY,1780502400001,0.00000000,83.25000000
HOODUSDT,EQUITY,1780531200001,0.00000000,80.78515358
HOODUSDT,EQUITY,1780560000001,0.00000000,82.48000000
HOODUSDT,EQUITY,1780588800001,0.00000000,85.50000000
HOODUSDT,EQUITY,1780617600001,0.00000000,87.25501976
HOODUSDT,EQUITY,1780646400001,0.00000000,86.68000000
HOODUSDT,EQUITY,1780675200001,0.00000000,82.97000000
HOODUSDT,EQUITY,1780704000001,0.00001539,81.40000000
HOODUSDT,EQUITY,1780732800001,-0.00011309,79.88000000
HOODUSDT,EQUITY,1780761600001,0.00000000,80.90472489
HOODUSDT,EQUITY,1780790400002,0.00000000,81.28782836
HOODUSDT,EQUITY,1780819200001,0.00013356,82.44000000
HOODUSDT,EQUITY,1780848000001,0.00000000,81.90574808
HOODUSDT,EQUITY,1780876800001,0.00000000,82.41000000
HOODUSDT,EQUITY,1780905600001,0.00000000,83.07817012
HOODUSDT,EQUITY,1780934400001,0.00000000,84.68000000
HOODUSDT,EQUITY,1780963200001,0.00000000,84.82530647
HOODUSDT,EQUITY,1780992000001,0.00000000,85.47000000
HOODUSDT,EQUITY,1781020800001,0.00000000,81.07118930
HOODUSDT,EQUITY,1781049600001,0.00000000,82.97000000
HOODUSDT,EQUITY,1781078400001,0.00000000,83.67139733
HOODUSDT,EQUITY,1781107200001,0.00000000,88.66000000
