ticker,entry_thr,exit_thr,fund_exit,t_in,t_out,days,prem_in,prem_out,basis_bps,funding_bps,gross_bps,net_lo,net_hi,open
SKHYNIX,10.0,0.0,False,2026-07-08 00:30:00+00:00,2026-07-10 00:00:00+00:00,2.0,78.3,87.6,-9.3,121.5,112.2,87.2,69.2,False
SKHYNIX,10.0,0.0,False,2026-07-10 00:10:00+00:00,2026-07-13 00:00:00+00:00,3.0,141.7,109.5,32.2,31.5,63.7,38.7,20.7,False
SKHYNIX,10.0,0.0,False,2026-07-13 00:25:00+00:00,2026-07-15 01:10:00+00:00,2.0,103.5,-32.2,135.6,138.9,274.5,249.5,231.5,False
SKHYNIX,10.0,0.0,False,2026-07-15 05:25:00+00:00,2026-07-16 00:00:00+00:00,0.8,14.9,81.1,-66.2,-23.2,-89.4,-114.4,-132.4,False
SKHYNIX,10.0,0.0,False,2026-07-16 00:40:00+00:00,2026-07-20 00:00:00+00:00,4.0,67.7,33.7,34.0,-6.9,27.1,2.1,-15.9,False
SKHYNIX,10.0,0.0,False,2026-07-20 00:55:00+00:00,2026-07-22 00:00:00+00:00,2.0,20.3,24.2,-3.9,44.6,40.7,15.7,-2.3,False
SKHYNIX,10.0,0.0,False,2026-07-22 00:45:00+00:00,2026-07-24 00:00:00+00:00,2.0,19.1,3.7,15.4,11.0,26.4,1.4,-16.6,False
SKHYNIX,10.0,0.0,False,2026-07-24 00:30:00+00:00,2026-07-30 00:00:00+00:00,6.0,51.4,103.4,-52.1,112.5,60.4,35.4,17.4,False
SKHYNIX,10.0,0.0,False,2026-07-30 00:20:00+00:00,2026-07-31 00:50:00+00:00,1.0,77.5,20.7,56.8,97.2,154.0,129.0,111.0,False
SKHYNIX,10.0,0.0,False,2026-07-31 01:05:00+00:00,2026-07-31 04:55:00+00:00,0.2,-15.9,-34.1,18.2,0.0,18.2,-6.8,-24.8,False
SKHYNIX,10.0,0.0,False,2026-08-03 00:00:00+00:00,2026-08-03 00:15:00+00:00,0.0,-28.7,2.2,-30.9,3.9,-27.0,-52.0,-70.0,False
SKHYNIX,10.0,0.0,False,2026-08-03 01:00:00+00:00,2026-08-06 00:00:00+00:00,3.0,13.2,21.2,-8.0,38.0,30.0,5.0,-13.0,False
SKHYNIX,10.0,0.0,False,2026-08-06 00:30:00+00:00,2026-08-06 02:50:00+00:00,0.1,29.2,1.8,27.4,0.0,27.4,2.4,-15.6,False
SKHYNIX,10.0,0.0,False,2026-08-06 04:10:00+00:00,2026-08-07 00:00:00+00:00,0.8,17.5,0.0,17.5,13.8,31.3,6.3,-11.7,False
SKHYNIX,10.0,0.0,False,2026-08-07 00:25:00+00:00,2026-08-11 00:00:00+00:00,4.0,35.9,17.3,18.6,42.6,61.2,36.2,18.2,False
SKHYNIX,10.0,0.0,False,2026-08-11 00:25:00+00:00,2026-08-13 00:30:00+00:00,2.0,30.0,3.7,26.3,25.7,51.9,26.9,8.9,False
SKHYNIX,10.0,0.0,False,2026-08-14 00:40:00+00:00,2026-08-18 00:00:00+00:00,4.0,6.0,23.3,-17.2,8.0,-9.3,-34.3,-52.3,False
SKHYNIX,10.0,0.0,False,2026-08-18 02:35:00+00:00,2026-08-19 00:05:00+00:00,0.9,15.8,9.9,5.9,-10.1,-4.2,-29.2,-47.2,False
SKHYNIX,10.0,0.0,False,2026-08-19 00:45:00+00:00,2026-08-19 04:10:00+00:00,0.1,17.1,0.9,16.1,0.6,16.7,-8.3,-26.3,False
SKHYNIX,10.0,0.0,True,2026-06-02 03:00:00+00:00,2026-06-04 00:00:00+00:00,1.9,184.2,229.6,-45.4,32.2,-13.2,-38.2,-56.2,False
SKHYNIX,10.0,0.0,True,2026-06-04 00:10:00+00:00,2026-06-05 00:00:00+00:00,1.0,244.9,166.9,78.0,62.4,140.4,115.4,97.4,False
SKHYNIX,10.0,0.0,True,2026-06-05 00:20:00+00:00,2026-06-05 00:25:00+00:00,0.0,276.4,236.8,39.6,0.0,39.6,14.6,-3.4,False
SKHYNIX,10.0,0.0,True,2026-06-05 00:30:00+00:00,2026-06-05 00:35:00+00:00,0.0,221.2,220.2,1.0,0.0,1.0,-24.0,-42.0,False
SKHYNIX,10.0,0.0,True,2026-06-05 00:40:00+00:00,2026-06-05 00:45:00+00:00,0.0,270.2,270.8,-0.6,0.0,-0.6,-25.6,-43.6,False
SKHYNIX,10.0,0.0,True,2026-06-05 00:50:00+00:00,2026-06-05 00:55:00+00:00,0.0,245.4,235.3,10.1,0.0,10.1,-14.9,-32.9,False
SKHYNIX,10.0,0.0,True,2026-06-05 01:00:00+00:00,2026-06-05 01:05:00+00:00,0.0,227.0,246.7,-19.7,0.0,-19.7,-44.7,-62.7,False
SKHYNIX,10.0,0.0,True,2026-06-05 01:10:00+00:00,2026-06-05 01:15:00+00:00,0.0,246.5,227.9,18.6,0.0,18.6,-6.4,-24.4,False
SKHYNIX,10.0,0.0,True,2026-06-05 01:20:00+00:00,2026-06-05 01:25:00+00:00,0.0,224.8,222.9,2.0,0.0,2.0,-23.0,-41.0,False
SKHYNIX,10.0,0.0,True,2026-06-05 01:30:00+00:00,2026-06-05 01:35:00+00:00,0.0,202.0,164.3,37.7,0.0,37.7,12.7,-5.3,False
SKHYNIX,10.0,0.0,True,2026-06-05 01:40:00+00:00,2026-06-05 01:45:00+00:00,0.0,165.4,180.2,-14.8,0.0,-14.8,-39.8,-57.8,False
SKHYNIX,10.0,0.0,True,2026-06-05 01:50:00+00:00,2026-06-05 01:55:00+00:00,0.0,165.2,155.2,9.9,0.0,9.9,-15.1,-33.1,False
SKHYNIX,10.0,0.0,True,2026-06-05 02:00:00+00:00,2026-06-05 02:05:00+00:00,0.0,155.0,135.4,19.6,0.0,19.6,-5.4,-23.4,False
SKHYNIX,10.0,0.0,True,2026-06-05 02:10:00+00:00,2026-06-05 02:15:00+00:00,0.0,178.3,102.1,76.3,0.0,76.3,51.3,33.3,False
SKHYNIX,10.0,0.0,True,2026-06-05 02:20:00+00:00,2026-06-05 02:25:00+00:00,0.0,107.8,73.3,34.5,0.0,34.5,9.5,-8.5,False
SKHYNIX,10.0,0.0,True,2026-06-05 02:30:00+00:00,2026-06-05 02:35:00+00:00,0.0,56.1,69.1,-13.0,0.0,-13.0,-38.0,-56.0,False
SKHYNIX,10.0,0.0,True,2026-06-05 02:40:00+00:00,2026-06-05 02:45:00+00:00,0.0,46.6,49.2,-2.6,0.0,-2.6,-27.6,-45.6,False
SKHYNIX,10.0,0.0,True,2026-06-05 02:50:00+00:00,2026-06-05 02:55:00+00:00,0.0,62.5,63.1,-0.7,0.0,-0.7,-25.7,-43.7,False
SKHYNIX,10.0,0.0,True,2026-06-05 03:00:00+00:00,2026-06-05 03:05:00+00:00,0.0,57.0,55.1,1.9,0.0,1.9,-23.1,-41.1,False
SKHYNIX,10.0,0.0,True,2026-06-05 03:10:00+00:00,2026-06-05 03:15:00+00:00,0.0,69.8,65.9,4.0,0.0,4.0,-21.0,-39.0,False
SKHYNIX,10.0,0.0,True,2026-06-05 03:20:00+00:00,2026-06-05 03:25:00+00:00,0.0,63.3,113.8,-50.5,0.0,-50.5,-75.5,-93.5,False
SKHYNIX,10.0,0.0,True,2026-06-05 03:30:00+00:00,2026-06-05 03:35:00+00:00,0.0,63.8,84.2,-20.4,0.0,-20.4,-45.4,-63.4,False
SKHYNIX,10.0,0.0,True,2026-06-05 03:40:00+00:00,2026-06-05 03:45:00+00:00,0.0,5.9,0.0,5.9,0.0,5.9,-19.1,-37.1,False
SKHYNIX,10.0,0.0,True,2026-06-05 03:50:00+00:00,2026-06-05 03:55:00+00:00,0.0,-30.7,-44.6,13.9,0.0,13.9,-11.1,-29.1,False
SKHYNIX,10.0,0.0,True,2026-06-05 04:00:00+00:00,2026-06-05 04:05:00+00:00,0.0,31.2,34.9,-3.7,0.0,-3.7,-28.7,-46.7,False
SKHYNIX,10.0,0.0,True,2026-06-05 04:10:00+00:00,2026-06-05 04:15:00+00:00,0.0,7.9,35.9,-28.1,0.0,-28.1,-53.1,-71.1,False
SKHYNIX,10.0,0.0,True,2026-06-05 04:20:00+00:00,2026-06-05 04:25:00+00:00,0.0,25.4,51.4,-26.0,0.0,-26.0,-51.0,-69.0,False
SKHYNIX,10.0,0.0,True,2026-06-05 04:30:00+00:00,2026-06-05 04:35:00+00:00,0.0,45.6,53.6,-8.0,0.0,-8.0,-33.0,-51.0,False
SKHYNIX,10.0,0.0,True,2026-06-05 04:40:00+00:00,2026-06-05 04:45:00+00:00,0.0,59.5,60.2,-0.7,0.0,-0.7,-25.7,-43.7,False
SKHYNIX,10.0,0.0,True,2026-06-05 04:50:00+00:00,2026-06-05 04:55:00+00:00,0.0,63.0,55.6,7.4,0.0,7.4,-17.6,-35.6,False
SKHYNIX,10.0,0.0,True,2026-06-05 05:00:00+00:00,2026-06-05 05:05:00+00:00,0.0,55.9,61.5,-5.6,0.0,-5.6,-30.6,-48.6,False
SKHYNIX,10.0,0.0,True,2026-06-05 05:10:00+00:00,2026-06-05 05:15:00+00:00,0.0,56.9,69.1,-12.2,0.0,-12.2,-37.2,-55.2,False
SKHYNIX,10.0,0.0,True,2026-06-05 05:20:00+00:00,2026-06-05 05:25:00+00:00,0.0,75.7,69.1,6.6,0.0,6.6,-18.4,-36.4,False
SKHYNIX,10.0,0.0,True,2026-06-05 05:30:00+00:00,2026-06-05 05:35:00+00:00,0.0,56.2,61.5,-5.3,0.0,-5.3,-30.3,-48.3,False
SKHYNIX,10.0,0.0,True,2026-06-05 05:40:00+00:00,2026-06-05 05:45:00+00:00,0.0,63.7,69.4,-5.7,0.0,-5.7,-30.7,-48.7,False
SKHYNIX,10.0,0.0,True,2026-06-05 05:50:00+00:00,2026-06-05 05:55:00+00:00,0.0,68.3,57.6,10.8,0.0,10.8,-14.2,-32.2,False
SKHYNIX,10.0,0.0,True,2026-06-05 06:00:00+00:00,2026-06-05 06:05:00+00:00,0.0,38.6,18.4,20.2,0.0,20.2,-4.8,-22.8,False
SKHYNIX,10.0,0.0,True,2026-06-05 06:10:00+00:00,2026-06-05 06:15:00+00:00,0.0,18.7,16.5,2.2,0.0,2.2,-22.8,-40.8,False
SKHYNIX,10.0,0.0,True,2026-06-08 00:10:00+00:00,2026-06-09 05:35:00+00:00,1.2,245.7,-102.5,348.2,75.7,423.9,398.9,380.9,False
SKHYNIX,10.0,0.0,True,2026-06-10 00:00:00+00:00,2026-06-11 00:00:00+00:00,1.0,54.8,115.9,-61.1,50.7,-10.4,-35.4,-53.4,False
SKHYNIX,10.0,0.0,True,2026-06-11 00:05:00+00:00,2026-06-12 00:00:00+00:00,1.0,136.8,113.2,23.6,34.4,58.0,33.0,15.0,False
SKHYNIX,10.0,0.0,True,2026-06-12 00:15:00+00:00,2026-06-15 00:00:00+00:00,3.0,103.7,145.0,-41.3,16.6,-24.7,-49.7,-67.7,False
SKHYNIX,10.0,0.0,True,2026-06-15 00:15:00+00:00,2026-06-16 00:00:00+00:00,1.0,167.7,20.1,147.7,44.0,191.6,166.6,148.6,False
SKHYNIX,10.0,0.0,True,2026-06-16 00:10:00+00:00,2026-06-22 00:00:00+00:00,6.0,49.2,172.7,-123.5,81.5,-42.0,-67.0,-85.0,False
SKHYNIX,10.0,0.0,True,2026-06-22 00:25:00+00:00,2026-06-23 00:00:00+00:00,1.0,156.0,122.2,33.9,40.3,74.2,49.2,31.2,False
SKHYNIX,10.0,0.0,True,2026-06-23 00:15:00+00:00,2026-06-25 00:00:00+00:00,2.0,148.7,102.6,46.0,74.3,120.4,95.4,77.4,False
SKHYNIX,10.0,0.0,True,2026-06-25 00:10:00+00:00,2026-06-25 03:20:00+00:00,0.1,106.4,-13.4,119.8,0.0,119.8,94.8,76.8,False
SKHYNIX,10.0,0.0,True,2026-06-25 05:15:00+00:00,2026-06-29 00:00:00+00:00,3.8,63.5,105.5,-42.0,44.7,2.6,-22.4,-40.4,False
SKHYNIX,10.0,0.0,True,2026-06-29 00:20:00+00:00,2026-06-30 00:00:00+00:00,1.0,85.4,75.2,10.2,18.2,28.4,3.4,-14.6,False
SKHYNIX,10.0,0.0,True,2026-06-30 00:15:00+00:00,2026-07-01 00:00:00+00:00,1.0,66.9,76.8,-9.9,9.1,-0.8,-25.8,-43.8,False
SKHYNIX,10.0,0.0,True,2026-07-01 00:20:00+00:00,2026-07-02 00:00:00+00:00,1.0,73.9,83.7,-9.8,-13.0,-22.9,-47.9,-65.9,False
SKHYNIX,10.0,0.0,True,2026-07-02 00:25:00+00:00,2026-07-03 05:35:00+00:00,1.2,111.7,-19.7,131.5,46.0,177.5,152.5,134.5,False
SKHYNIX,10.0,0.0,True,2026-07-06 00:40:00+00:00,2026-07-07 00:00:00+00:00,1.0,28.5,89.8,-61.2,24.7,-36.5,-61.5,-79.5,False
SKHYNIX,10.0,0.0,True,2026-07-07 00:40:00+00:00,2026-07-08 00:00:00+00:00,1.0,90.9,38.1,52.9,57.4,110.2,85.2,67.2,False
SKHYNIX,10.0,0.0,True,2026-07-08 00:30:00+00:00,2026-07-10 00:00:00+00:00,2.0,78.3,87.6,-9.3,121.5,112.2,87.2,69.2,False
SKHYNIX,10.0,0.0,True,2026-07-10 00:10:00+00:00,2026-07-13 00:00:00+00:00,3.0,141.7,109.5,32.2,31.5,63.7,38.7,20.7,False
SKHYNIX,10.0,0.0,True,2026-07-13 00:25:00+00:00,2026-07-15 01:10:00+00:00,2.0,103.5,-32.2,135.6,138.9,274.5,249.5,231.5,False
SKHYNIX,10.0,0.0,True,2026-07-15 05:25:00+00:00,2026-07-16 00:00:00+00:00,0.8,14.9,81.1,-66.2,-23.2,-89.4,-114.4,-132.4,False
SKHYNIX,10.0,0.0,True,2026-07-16 00:40:00+00:00,2026-07-20 00:00:00+00:00,4.0,67.7,33.7,34.0,-6.9,27.1,2.1,-15.9,False
SKHYNIX,10.0,0.0,True,2026-07-20 00:55:00+00:00,2026-07-22 00:00:00+00:00,2.0,20.3,24.2,-3.9,44.6,40.7,15.7,-2.3,False
SKHYNIX,10.0,0.0,True,2026-07-22 00:45:00+00:00,2026-07-24 00:00:00+00:00,2.0,19.1,3.7,15.4,11.0,26.4,1.4,-16.6,False
SKHYNIX,10.0,0.0,True,2026-07-24 00:30:00+00:00,2026-07-30 00:00:00+00:00,6.0,51.4,103.4,-52.1,112.5,60.4,35.4,17.4,False
SKHYNIX,10.0,0.0,True,2026-07-30 00:20:00+00:00,2026-07-31 00:50:00+00:00,1.0,77.5,20.7,56.8,97.2,154.0,129.0,111.0,False
SKHYNIX,10.0,0.0,True,2026-07-31 01:05:00+00:00,2026-07-31 04:55:00+00:00,0.2,-15.9,-34.1,18.2,0.0,18.2,-6.8,-24.8,False
SKHYNIX,10.0,0.0,True,2026-08-03 00:00:00+00:00,2026-08-03 00:15:00+00:00,0.0,-28.7,2.2,-30.9,3.9,-27.0,-52.0,-70.0,False
SKHYNIX,10.0,0.0,True,2026-08-03 01:00:00+00:00,2026-08-06 00:00:00+00:00,3.0,13.2,21.2,-8.0,38.0,30.0,5.0,-13.0,False
SKHYNIX,10.0,0.0,True,2026-08-06 00:30:00+00:00,2026-08-06 02:50:00+00:00,0.1,29.2,1.8,27.4,0.0,27.4,2.4,-15.6,False
SKHYNIX,10.0,0.0,True,2026-08-06 04:10:00+00:00,2026-08-07 00:00:00+00:00,0.8,17.5,0.0,17.5,13.8,31.3,6.3,-11.7,False
SKHYNIX,10.0,0.0,True,2026-08-07 00:25:00+00:00,2026-08-11 00:00:00+00:00,4.0,35.9,17.3,18.6,42.6,61.2,36.2,18.2,False
SKHYNIX,10.0,0.0,True,2026-08-11 00:25:00+00:00,2026-08-13 00:30:00+00:00,2.0,30.0,3.7,26.3,25.7,51.9,26.9,8.9,False
SKHYNIX,10.0,0.0,True,2026-08-14 00:40:00+00:00,2026-08-18 00:00:00+00:00,4.0,6.0,23.3,-17.2,8.0,-9.3,-34.3,-52.3,False
SKHYNIX,10.0,0.0,True,2026-08-18 02:35:00+00:00,2026-08-18 02:40:00+00:00,0.0,15.8,25.0,-9.2,0.0,-9.2,-34.2,-52.2,False
SKHYNIX,10.0,0.0,True,2026-08-18 02:45:00+00:00,2026-08-18 02:50:00+00:00,0.0,18.1,2.5,15.7,0.0,15.7,-9.3,-27.3,False
SKHYNIX,10.0,0.0,True,2026-08-18 02:55:00+00:00,2026-08-18 03:00:00+00:00,0.0,7.7,1.2,6.6,0.0,6.6,-18.4,-36.4,False
SKHYNIX,10.0,0.0,True,2026-08-18 03:05:00+00:00,2026-08-18 03:10:00+00:00,0.0,-1.7,7.9,-9.6,0.0,-9.6,-34.6,-52.6,False
SKHYNIX,10.0,0.0,True,2026-08-18 03:15:00+00:00,2026-08-18 03:20:00+00:00,0.0,29.5,28.1,1.4,0.0,1.4,-23.6,-41.6,False
SKHYNIX,10.0,0.0,True,2026-08-18 03:25:00+00:00,2026-08-18 03:30:00+00:00,0.0,7.7,12.6,-4.9,0.0,-4.9,-29.9,-47.9,False
SKHYNIX,10.0,0.0,True,2026-08-18 03:35:00+00:00,2026-08-18 03:40:00+00:00,0.0,16.6,19.4,-2.8,0.0,-2.8,-27.8,-45.8,False
SKHYNIX,10.0,0.0,True,2026-08-18 03:45:00+00:00,2026-08-18 03:50:00+00:00,0.0,3.9,8.9,-5.0,0.0,-5.0,-30.0,-48.0,False
SKHYNIX,10.0,0.0,True,2026-08-18 03:55:00+00:00,2026-08-18 04:00:00+00:00,0.0,6.9,11.3,-4.4,0.0,-4.4,-29.4,-47.4,False
SKHYNIX,10.0,0.0,True,2026-08-18 04:05:00+00:00,2026-08-18 04:10:00+00:00,0.0,8.3,6.7,1.7,0.0,1.7,-23.3,-41.3,False
SKHYNIX,10.0,0.0,True,2026-08-18 04:15:00+00:00,2026-08-18 04:20:00+00:00,0.0,9.0,7.1,1.8,0.0,1.8,-23.2,-41.2,False
SKHYNIX,10.0,0.0,True,2026-08-18 05:40:00+00:00,2026-08-18 05:45:00+00:00,0.0,19.0,7.7,11.3,0.0,11.3,-13.7,-31.7,False
SKHYNIX,10.0,0.0,True,2026-08-18 05:50:00+00:00,2026-08-18 05:55:00+00:00,0.0,8.0,3.6,4.4,0.0,4.4,-20.6,-38.6,False
SKHYNIX,10.0,0.0,True,2026-08-18 06:00:00+00:00,2026-08-18 06:05:00+00:00,0.0,8.5,14.4,-5.9,0.0,-5.9,-30.9,-48.9,False
SKHYNIX,10.0,0.0,True,2026-08-18 06:10:00+00:00,2026-08-18 06:15:00+00:00,0.0,0.8,5.5,-4.7,0.0,-4.7,-29.7,-47.7,False
SKHYNIX,10.0,0.0,True,2026-08-19 00:45:00+00:00,2026-08-19 04:10:00+00:00,0.1,17.1,0.9,16.1,0.6,16.7,-8.3,-26.3,False
SKHYNIX,10.0,-10.0,False,2026-06-02 03:00:00+00:00,2026-06-04 00:00:00+00:00,1.9,184.2,229.6,-45.4,32.2,-13.2,-38.2,-56.2,False
SKHYNIX,10.0,-10.0,False,2026-06-04 00:10:00+00:00,2026-06-05 00:00:00+00:00,1.0,244.9,166.9,78.0,62.4,140.4,115.4,97.4,False
SKHYNIX,10.0,-10.0,False,2026-06-05 00:20:00+00:00,2026-06-08 00:00:00+00:00,3.0,276.4,346.8,-70.4,14.2,-56.2,-81.2,-99.2,False
SKHYNIX,10.0,-10.0,False,2026-06-08 00:10:00+00:00,2026-06-09 05:40:00+00:00,1.2,245.7,-28.5,274.2,75.7,349.8,324.8,306.8,False
SKHYNIX,10.0,-10.0,False,2026-06-10 00:00:00+00:00,2026-06-12 00:00:00+00:00,2.0,54.8,113.2,-58.4,63.0,4.6,-20.4,-38.4,False
SKHYNIX,10.0,-10.0,False,2026-06-12 00:15:00+00:00,2026-06-15 00:00:00+00:00,3.0,103.7,145.0,-41.3,16.6,-24.7,-49.7,-67.7,False
SKHYNIX,10.0,-10.0,False,2026-06-15 00:15:00+00:00,2026-06-22 00:00:00+00:00,7.0,167.7,172.7,-5.0,124.0,119.1,94.1,76.1,False
SKHYNIX,10.0,-10.0,False,2026-06-22 00:25:00+00:00,2026-06-23 00:00:00+00:00,1.0,156.0,122.2,33.9,40.3,74.2,49.2,31.2,False
SKHYNIX,10.0,-10.0,False,2026-06-23 00:15:00+00:00,2026-06-25 04:20:00+00:00,2.2,148.7,-23.3,172.0,134.6,306.7,281.7,263.7,False
SKHYNIX,10.0,-10.0,False,2026-06-25 05:15:00+00:00,2026-06-29 00:00:00+00:00,3.8,63.5,105.5,-42.0,44.7,2.6,-22.4,-40.4,False
SKHYNIX,10.0,-10.0,False,2026-06-29 00:20:00+00:00,2026-07-01 00:00:00+00:00,2.0,85.4,76.8,8.6,27.3,35.9,10.9,-7.1,False
SKHYNIX,10.0,-10.0,False,2026-07-01 00:20:00+00:00,2026-07-02 00:00:00+00:00,1.0,73.9,83.7,-9.8,-13.0,-22.9,-47.9,-65.9,False
SKHYNIX,10.0,-10.0,False,2026-07-02 00:25:00+00:00,2026-07-06 00:00:00+00:00,4.0,111.7,62.7,49.0,53.9,103.0,78.0,60.0,False
SKHYNIX,10.0,-10.0,False,2026-07-06 00:40:00+00:00,2026-07-07 00:00:00+00:00,1.0,28.5,89.8,-61.2,24.7,-36.5,-61.5,-79.5,False
SKHYNIX,10.0,-10.0,False,2026-07-07 00:40:00+00:00,2026-07-08 00:00:00+00:00,1.0,90.9,38.1,52.9,57.4,110.2,85.2,67.2,False
SKHYNIX,10.0,-10.0,False,2026-07-08 00:30:00+00:00,2026-07-10 00:00:00+00:00,2.0,78.3,87.6,-9.3,121.5,112.2,87.2,69.2,False
SKHYNIX,10.0,-10.0,False,2026-07-10 00:10:00+00:00,2026-07-13 00:00:00+00:00,3.0,141.7,109.5,32.2,31.5,63.7,38.7,20.7,False
SKHYNIX,10.0,-10.0,False,2026-07-13 00:25:00+00:00,2026-07-15 01:25:00+00:00,2.0,103.5,-24.7,128.1,138.9,267.0,242.0,224.0,False
SKHYNIX,10.0,-10.0,False,2026-07-15 05:25:00+00:00,2026-07-16 00:00:00+00:00,0.8,14.9,81.1,-66.2,-23.2,-89.4,-114.4,-132.4,False
SKHYNIX,10.0,-10.0,False,2026-07-16 00:40:00+00:00,2026-07-20 00:00:00+00:00,4.0,67.7,33.7,34.0,-6.9,27.1,2.1,-15.9,False
SKHYNIX,10.0,-10.0,False,2026-07-20 00:55:00+00:00,2026-07-30 00:00:00+00:00,10.0,20.3,103.4,-83.2,168.1,84.9,59.9,41.9,False
SKHYNIX,10.0,-10.0,False,2026-07-30 00:20:00+00:00,2026-07-31 05:05:00+00:00,1.2,77.5,-72.7,150.1,97.2,247.4,222.4,204.4,False
SKHYNIX,10.0,-10.0,False,2026-08-03 00:00:00+00:00,2026-08-07 00:00:00+00:00,4.0,-28.7,0.0,-28.7,57.4,28.8,3.8,-14.2,False
SKHYNIX,10.0,-10.0,False,2026-08-07 00:25:00+00:00,2026-08-11 00:00:00+00:00,4.0,35.9,17.3,18.6,42.6,61.2,36.2,18.2,False
SKHYNIX,10.0,-10.0,False,2026-08-11 00:25:00+00:00,2026-08-13 03:55:00+00:00,2.1,30.0,-19.2,49.1,25.7,74.8,49.8,31.8,False
SKHYNIX,10.0,-10.0,False,2026-08-14 00:40:00+00:00,2026-08-18 00:00:00+00:00,4.0,6.0,23.3,-17.2,8.0,-9.3,-34.3,-52.3,False
SKHYNIX,10.0,-10.0,False,2026-08-18 02:35:00+00:00,2026-08-20 00:40:00+00:00,1.9,15.8,-19.3,35.1,31.4,66.4,41.4,23.4,False
SKHYNIX,10.0,-10.0,True,2026-06-02 03:00:00+00:00,2026-06-04 00:00:00+00:00,1.9,184.2,229.6,-45.4,32.2,-13.2,-38.2,-56.2,False
SKHYNIX,10.0,-10.0,True,2026-06-04 00:10:00+00:00,2026-06-05 00:00:00+00:00,1.0,244.9,166.9,78.0,62.4,140.4,115.4,97.4,False
SKHYNIX,10.0,-10.0,True,2026-06-05 00:20:00+00:00,2026-06-05 00:25:00+00:00,0.0,276.4,236.8,39.6,0.0,39.6,14.6,-3.4,False
SKHYNIX,10.0,-10.0,True,2026-06-05 00:30:00+00:00,2026-06-05 00:35:00+00:00,0.0,221.2,220.2,1.0,0.0,1.0,-24.0,-42.0,False
